,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1030,RT @kevin_phenom: One Kalypo Two Biscuits,FALSE,0,NA,25-11-16,FALSE,NA,8.02197E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Michael_NoVo,2,TRUE,FALSE,NA,NA
1031,RT @kevin_phenom: One Kalypo Two Biscuits,FALSE,0,NA,25-11-16,FALSE,NA,8.02178E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",TheTORCHCrew,2,TRUE,FALSE,NA,NA
1032,One Kalypo Two Biscuits,FALSE,0,NA,25-11-16,FALSE,NA,8.02177E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kevin_phenom,2,FALSE,FALSE,NA,NA
1033,"RT @akuas_1: @shattawalegh s3 3y3 Nana, Nana kalyppo<U+270C><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>",FALSE,0,NA,25-11-16,FALSE,NA,8.02177E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",akuas_1,1,TRUE,FALSE,NA,NA
1034,RT @GhVindex: #WhenNanaComes I will drain the kalypo industry,FALSE,0,NA,25-11-16,FALSE,NA,8.02162E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ammaampong,3,TRUE,FALSE,NA,NA
1035,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/2jmTymKz7B via #dcleakers,FALSE,0,NA,25-11-16,FALSE,NA,8.02157E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",OwiaMusic,0,FALSE,FALSE,NA,NA
1036,"Kalyppo challenge, is what they're doing. https://t.co/poUXfHPW23",FALSE,0,NA,25-11-16,FALSE,NA,8.02138E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SuaadDaNubian,0,FALSE,FALSE,NA,NA
1037,RT @GhVindex: #WhenNanaComes I will drain the kalypo industry,FALSE,0,NA,25-11-16,FALSE,NA,8.0212E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KwakyeAdu,3,TRUE,FALSE,NA,NA
1038,RT @GhVindex: #WhenNanaComes I will drain the kalypo industry,FALSE,0,NA,25-11-16,FALSE,NA,8.02114E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",annie_akomeah,3,TRUE,FALSE,NA,NA
1039,#WhenNanaComes I will drain the kalypo industry,FALSE,4,NA,25-11-16,FALSE,NA,8.02114E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GhVindex,3,FALSE,FALSE,NA,NA
1040,I laf enter kalyppo. We're living better oo https://t.co/jNu6QLkO2y,FALSE,0,NA,25-11-16,FALSE,NA,8.02112E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chelsea_In_Me,0,FALSE,FALSE,NA,NA
1041,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/PI1OcXjHsk via #dcleakers,FALSE,0,NA,25-11-16,FALSE,NA,8.02066E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",owiaclothing,0,FALSE,FALSE,NA,NA
1042,"Retweeted Jew-C (@Fasco0244):

@FlowkingStone you are too much punchline is like kalyppo to u",FALSE,0,NA,25-11-16,FALSE,NA,8.02062E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",gims_oppong,0,FALSE,FALSE,NA,NA
1043,RT @Fasco0244: @FlowkingStone you are too much punchline is like kalyppo to u,FALSE,0,NA,25-11-16,FALSE,NA,8.02062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gims_oppong,3,TRUE,FALSE,NA,NA
1044,"@shattawalegh s3 3y3 Nana, Nana kalyppo<U+270C><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>",FALSE,4,shattawalegh,25-11-16,FALSE,8.0193E+17,8.02061E+17,310709509,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",akuas_1,1,FALSE,FALSE,NA,NA
1045,RT @LadyJayLives: Kalyppo n mahama paper next Ghana open ur eyes <ed><U+00A0><U+00BD><ed><U+00B1><U+0080>,FALSE,0,NA,25-11-16,FALSE,NA,8.02056E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",wit_kimberly,3,TRUE,FALSE,NA,NA
1046,"RT @durfmak: Drink one kalypo, two biscuits <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #TooRisky @AmgMedikal @deborahvanessa7",FALSE,0,NA,25-11-16,FALSE,NA,8.02055E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NaughtyQC,12,TRUE,FALSE,NA,NA
1047,Demokraxy x Andy Rox – Kalyppo (Prod.by Dannybeatz) - https://t.co/PI1OcXBiQU via #dcleakers,FALSE,0,NA,25-11-16,FALSE,NA,8.02051E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",owiaclothing,0,FALSE,FALSE,NA,NA
1048,"RT @Kwaku_Sasty: Nana nie, Nana Baako per<U+270C>, Nana Kalyppo..... Bawumiah nso w) krom
Chale look no further<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #VoteNanaAddo https://t.co/GNKoVU…",FALSE,0,NA,25-11-16,FALSE,NA,8.02028E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prisy_sark,82,TRUE,FALSE,NA,NA
1049,"Is it Nana Kalyppo or Mahama Paper, The Choice is yours. 

Shatta Wale – Nana Vrs Mahama (Prod.by Williesbeat) - https://t.co/LHjFP5Ytg6",FALSE,0,NA,25-11-16,FALSE,NA,8.02013E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",owiaclothing,0,FALSE,FALSE,NA,NA
1050,"Is it Nana Kalyppo or Mahama Paper, The Choice is yours. 

Shatta Wale – Nana Vrs Mahama (Prod.by Williesbeat) - https://t.co/LpjiugFG6c",FALSE,0,NA,25-11-16,FALSE,NA,8.02013E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",OwiaMusic,0,FALSE,FALSE,NA,NA
